id,y,xx0,xx1,xx2,xx3,xx4,xx5,xx6,xx7,xx8
497,0,0.434783,0.692308,0.611111,0.0480349,-0.538462,-0.660377,0.346405,-0.714286,0.166667
521,1,-0.304348,-0.461538,0.361111,-0.388646,-0.758242,-0.773585,-0.150327,-0.371429,-0.333333
548,2,-0.347826,-0.153846,-0.166667,-0.58952,-0.692308,-0.773585,-0.594771,0.142857,-0.833333
482,0,0.347826,0.615385,0.416667,-0.0829694,-0.56044,-0.660377,0.385621,-0.714286,0.166667
337,3,-0.304348,-0.153846,0,-0.816594,-0.846154,-0.698113,-0.424837,0.0285714,-0.5
136,3,-0.304348,0.0769231,0.194444,0.90393,0.89011,0.735849,-0.398693,-0.0285714,-0.5
109,2,-0.695652,-0.153846,-0.222222,-0.729258,-0.736264,-0.773585,-0.503268,0.0857143,-0.666667
54,2,0.217391,-0.307692,-0.388889,-0.379913,-0.56044,-0.849057,-0.51634,-0.0285714,-0.666667
97,1,-0.304348,-0.307692,0.111111,-0.58952,-0.67033,-0.849057,-0.581699,0.142857,-0.666667
2,3,-0.217391,-0.384615,0.222222,-0.676856,-0.78022,-0.735849,-0.51634,0.0857143,-0.666667
650,1,-0.304348,-0.615385,0.0277778,-0.502183,-0.67033,-0.811321,-0.51634,0.0857143,-0.666667
491,1,0.521739,0.615385,0.916667,-0.257642,-0.78022,-0.660377,0.411765,-0.714286,0.333333
362,1,0.217391,0,0.805556,-0.20524,-0.692308,-0.698113,0.124183,-0.542857,0
357,2,-0.217391,-0.0769231,0,-0.414847,-0.516484,-0.811321,-0.503268,0.0285714,-0.666667
413,2,-0.695652,-0.230769,-0.138889,-0.746725,-0.714286,-0.811321,-0.503268,0.0857143,-0.666667
656,3,-0.434783,-0.846154,-0.888889,-0.947598,-0.846154,-1,-0.908497,0.771429,-1
670,2,-0.478261,-0.153846,-0.277778,-0.816594,-0.758242,-0.849057,-0.529412,0.0857143,-0.666667
422,0,0.0869565,0.153846,0.694444,-0.20524,-0.692308,-0.660377,0.24183,-0.714286,0
81,2,-0.391304,0,-0.138889,-0.519651,-0.582418,-0.849057,-0.490196,0.0285714,-0.666667
418,2,0,-0.769231,-0.0555556,-0.310044,-0.494505,-0.849057,-0.51634,-0.0285714,-0.666667
287,2,-0.565217,-0.384615,-0.166667,-0.554585,-0.604396,-0.811321,-0.581699,0.142857,-0.666667
27,1,-0.565217,-0.769231,-0.611111,-0.868996,-0.78022,-0.849057,-0.79085,0.542857,-0.833333
583,1,0.521739,0.538462,0.777778,-0.327511,-0.802198,-0.660377,0.411765,-0.714286,0.333333
283,2,-0.434783,0,-0.0833333,-0.816594,-0.78022,-0.849057,-0.490196,0.0857143,-0.666667
625,1,-0.521739,-0.769231,-0.0277778,-0.720524,-0.824176,-0.849057,-0.633987,0.257143,-0.833333
269,3,-0.434783,-0.538462,-0.444444,-0.68559,-0.714286,-0.811321,-0.908497,0.657143,-1
264,3,-0.304348,-0.846154,-0.166667,-0.703057,-0.758242,-0.811321,-0.816993,0.542857,-1
122,3,-0.26087,0.153846,0.0555556,-0.668122,-0.736264,-0.660377,-0.372549,-0.0285714,-0.5
610,2,-0.391304,-0.307692,-0.444444,-0.895197,-0.912088,-0.849057,-0.503268,0.142857,-0.666667
445,2,0.26087,0.538462,0.694444,0.170306,-0.450549,-0.924528,0.647059,-0.885714,0.5
281,0,0.173913,-0.153846,0.472222,-0.222707,-0.67033,-0.773585,-0.0326797,-0.485714,-0.166667
456,2,-0.652174,-0.230769,-0.222222,-0.694323,-0.67033,-0.811321,-0.51634,0.142857,-0.666667
612,3,-0.26087,0.230769,0.25,-0.676856,-0.78022,-0.660377,-0.385621,-0.0285714,-0.5
234,1,0.173913,0.461538,0.777778,-0.257642,-0.736264,-0.698113,0.254902,-0.657143,0.166667
351,0,0.0434783,0,0.694444,-0.0742358,-0.582418,-0.773585,0.0457516,-0.485714,-0.166667
377,1,0.347826,0.384615,0.888889,-0.222707,-0.736264,-0.660377,0.372549,-0.714286,0.166667
606,1,0.0434783,0.538462,0.805556,0.0567686,-0.472527,-0.622642,0.424837,-0.771429,0.333333
607,3,-0.521739,-0.692308,-0.166667,-0.598253,-0.692308,-0.811321,-0.673203,0.314286,-0.833333
159,1,-0.391304,-0.538462,-0.0555556,-0.580786,-0.758242,-0.849057,-0.490196,0.0285714,-0.666667
268,1,0.173913,0,0.138889,-0.275109,-0.692308,-0.735849,-0.294118,-0.2,-0.5
79,2,0.347826,0.461538,0.5,-0.0917031,-0.582418,-0.886792,0.254902,-0.714286,0.166667
183,2,-0.217391,-0.307692,-0.277778,-0.432314,-0.582418,-0.811321,-0.568627,0.0285714,-0.666667
94,3,-0.0869565,0.153846,0.305556,-0.49345,-0.626374,-0.698113,-0.411765,-0.0285714,-0.5
390,0,0.173913,0.846154,0.861111,-0.100437,-0.648352,-0.660377,0.503268,-0.771429,0.333333
626,1,0.347826,0.538462,0.694444,-0.248908,-0.648352,-0.698113,0.320261,-0.657143,0.166667
313,2,-0.608696,-0.384615,-0.166667,-0.554585,-0.626374,-0.811321,-0.529412,0.0857143,-0.666667
38,3,-0.26087,0.153846,0.277778,0.764192,0.736264,0.773585,-0.464052,0.0285714,-0.666667
296,2,-0.26087,-0.615385,-0.0277778,-0.475983,-0.626374,-0.811321,-0.490196,-0.0285714,-0.666667
67,2,-0.652174,-0.230769,-0.222222,-0.816594,-0.78022,-0.773585,-0.51634,0.142857,-0.666667
246,3,-0.130435,-0.384615,-0.0277778,-0.825328,-0.912088,-0.811321,-0.633987,0.314286,-0.833333
601,2,0.0869565,0,0.0277778,-0.170306,-0.472527,-0.811321,-0.294118,-0.257143,-0.5
316,3,-0.130435,-0.461538,-0.388889,-0.886463,-0.956044,-0.811321,-0.751634,0.485714,-0.833333
663,1,-0.391304,-0.384615,-0.277778,-0.68559,-0.758242,-0.849057,-0.529412,0.142857,-0.666667
102,3,-0.0434783,-0.307692,0.25,-0.388646,-0.582418,-0.735849,-0.464052,0.0285714,-0.666667
213,2,-0.26087,-0.384615,-0.138889,-0.432314,-0.538462,-0.811321,-0.503268,0.0285714,-0.666667
16,0,0,0.692308,0.75,-0.152838,-0.604396,-0.735849,0.202614,-0.657143,0
399,2,0.0869565,-0.615385,-0.166667,-0.283843,-0.538462,-0.849057,-0.320261,-0.257143,-0.5
90,0,-0.695652,-0.692308,-0.527778,-0.895197,-0.824176,-0.849057,-0.830065,0.6,-0.833333
529,2,-0.0434783,0.0769231,-0.0833333,-0.20524,-0.494505,-0.811321,-0.281046,-0.314286,-0.5
174,2,0,0.230769,0.611111,-0.275109,-0.736264,-0.849057,0.320261,-0.714286,0.166667
4,3,-0.130435,-0.384615,0.166667,-0.519651,-0.648352,-0.735849,-0.581699,0.142857,-0.666667
295,2,0.565217,0.692308,0.722222,-0.432314,-0.912088,-0.849057,0.686275,-0.942857,0.5
666,3,-0.26087,0.0769231,0.25,-0.502183,-0.626374,-0.698113,-0.333333,-0.0857143,-0.5
255,3,-0.130435,0.0769231,0.25,-0.502183,-0.604396,-0.622642,-0.437908,-0.0285714,-0.666667
112,3,-0.0869565,0.153846,0.194444,-0.49345,-0.626374,-0.698113,-0.424837,-0.0285714,-0.666667
348,0,-0.347826,-0.153846,0.0277778,-0.449782,-0.736264,-0.849057,-0.490196,0.0285714,-0.666667
527,1,0.0434783,-0.153846,0.527778,-0.144105,-0.582418,-0.735849,-0.00653595,-0.485714,-0.166667
200,2,-0.608696,-0.153846,-0.111111,-0.720524,-0.692308,-0.811321,-0.542484,0.142857,-0.666667
533,1,0.347826,0.230769,0.805556,-0.0829694,-0.692308,-0.660377,0.24183,-0.657143,0.166667
126,3,-0.26087,0,0.111111,-0.659389,-0.67033,-0.660377,-0.385621,-0.0285714,-0.5
577,1,0.565217,0.538462,0.75,-0.0742358,-0.648352,-0.660377,0.398693,-0.771429,0.333333
373,3,0.0434783,0.0769231,0.305556,-0.475983,-0.626374,-0.735849,-0.424837,-0.0285714,-0.5
580,0,-0.521739,-0.615385,-0.277778,-0.703057,-0.67033,-0.849057,-0.816993,0.6,-0.833333
520,3,-0.347826,-0.538462,0,-0.554585,-0.67033,-0.773585,-0.673203,0.257143,-0.833333
552,0,-0.73913,-0.538462,-0.111111,-0.799127,-0.868132,-0.735849,-0.607843,0.257143,-0.666667
192,3,-0.391304,-0.461538,0.138889,-0.49345,-0.538462,-0.698113,-0.555556,0.142857,-0.666667
106,1,0.521739,0.538462,0.75,-0.144105,-0.626374,-0.698113,0.411765,-0.771429,0.333333
257,1,-0.217391,-0.769231,0.0277778,-0.537118,-0.802198,-0.811321,-0.437908,-0.0857143,-0.666667
168,1,0.608696,0.384615,0.777778,-0.240175,-0.78022,-0.622642,0.320261,-0.714286,0.166667
477,0,0.217391,0.692308,0.694444,-0.310044,-0.78022,-0.584906,0.477124,-0.771429,0.333333
415,3,-0.478261,-0.0769231,0.166667,-0.746725,-0.802198,-0.660377,-0.385621,-0.0285714,-0.5
367,3,-0.26087,0.0769231,0.25,-0.606987,-0.714286,-0.698113,-0.437908,-0.0285714,-0.666667
636,3,0.0434783,-0.384615,-0.388889,-0.746725,-0.802198,-0.811321,-0.764706,0.485714,-0.833333
211,0,-0.0869565,-0.538462,0.361111,-0.213974,-0.67033,-0.735849,-0.215686,-0.314286,-0.333333
298,1,-0.608696,-0.692308,-0.277778,-0.80786,-0.846154,-0.811321,-0.738562,0.485714,-0.833333
240,2,-0.73913,0.0769231,-0.0555556,-0.676856,-0.692308,-0.811321,-0.464052,-0.0285714,-0.666667
205,3,-0.304348,-0.461538,-0.5,-0.71179,-0.758242,-0.811321,-0.869281,0.6,-1
476,1,0.0434783,0.692308,0.777778,0.00436681,-0.472527,-0.735849,0.294118,-0.657143,0.166667
553,1,-0.26087,-0.538462,0.361111,-0.327511,-0.67033,-0.773585,-0.176471,-0.314286,-0.333333
473,2,0.391304,0.307692,0.472222,-0.39738,-0.846154,-0.924528,0.437908,-0.771429,0.333333
347,1,0.913043,0.461538,0.944444,0.0829694,-0.604396,-0.622642,0.30719,-0.714286,0.166667
39,1,0.434783,0.538462,0.611111,-0.371179,-0.846154,-0.698113,0.359477,-0.714286,0.166667
450,3,-0.217391,-0.538462,0.166667,-0.475983,-0.538462,-0.698113,-0.594771,0.142857,-0.666667
342,0,-0.434783,-0.461538,-0.0277778,-0.633188,-0.67033,-0.849057,-0.633987,0.257143,-0.833333
383,2,-0.652174,0,-0.138889,-0.676856,-0.692308,-0.811321,-0.464052,0.0285714,-0.666667
519,1,-0.478261,-0.461538,-0.0277778,-0.71179,-0.802198,-0.811321,-0.477124,0.0285714,-0.666667
87,3,-0.304348,-0.384615,0.222222,-0.676856,-0.758242,-0.735849,-0.51634,0.0857143,-0.666667
128,2,-0.478261,-0.384615,-0.277778,-0.554585,-0.604396,-0.245283,-0.51634,0.0857143,-0.666667
558,1,-0.434783,-0.461538,-0.277778,-0.703057,-0.736264,-0.924528,-0.673203,0.314286,-0.833333
480,2,-0.434783,-0.307692,-0.333333,-0.842795,-0.846154,-0.849057,-0.529412,0.142857,-0.666667
154,1,0.434783,0.230769,0.833333,-0.0655022,-0.626374,-0.735849,0.254902,-0.657143,0.166667
224,2,-0.652174,-0.153846,-0.111111,-0.694323,-0.714286,-0.849057,-0.464052,0.0285714,-0.666667
386,3,-0.0869565,0.230769,0.305556,-0.519651,-0.626374,-0.698113,-0.411765,-0.0285714,-0.5
312,3,-0.130435,-0.0769231,0.194444,-0.668122,-0.802198,-0.698113,-0.411765,-0.0285714,-0.5
271,2,-0.608696,-0.0769231,-0.222222,-0.598253,-0.516484,-0.886792,-0.529412,0.0857143,-0.666667
56,3,-0.0869565,-0.769231,-0.277778,-0.58952,-0.692308,-0.773585,-0.72549,0.371429,-0.833333
59,0,0.478261,0.538462,0.75,0.0218341,-0.582418,-0.660377,0.267974,-0.657143,0.166667
71,0,0,0.692308,0.611111,-0.502183,-0.846154,-0.698113,0.346405,-0.714286,0.166667
86,2,0.608696,0.923077,0.833333,-0.336245,-0.912088,-0.849057,0.947712,-1,0.833333
576,1,0.565217,0.615385,0.75,0.0131004,-0.582418,-0.660377,0.333333,-0.714286,0.166667
273,3,-0.217391,-0.230769,0.333333,-0.537118,-0.692308,-0.735849,-0.51634,0.0857143,-0.666667
13,2,-0.347826,0,-0.0555556,-0.414847,-0.538462,-0.849057,-0.477124,-0.0285714,-0.666667
487,0,0.347826,0.846154,0.75,0.0305677,-0.450549,-0.622642,0.424837,-0.771429,0.333333
659,3,-0.217391,-0.538462,0.0277778,-0.572052,-0.736264,-0.773585,-0.647059,0.257143,-0.833333
84,0,-0.73913,-0.461538,0.111111,-0.746725,-0.824176,-0.811321,-0.542484,0.2,-0.666667
481,1,0.347826,0.692308,0.666667,-0.152838,-0.582418,-0.698113,0.333333,-0.714286,0.166667
149,1,-0.26087,-0.230769,-0.111111,-0.406114,-0.736264,-0.773585,-0.45098,-0.0857143,-0.666667
34,0,0.217391,0.153846,0.861111,0.0305677,-0.538462,-0.698113,0.254902,-0.657143,0.166667
408,1,-0.217391,-0.615385,-0.0277778,-0.720524,-0.868132,-0.849057,-0.581699,0.2,-0.666667
567,1,0.521739,0.615385,0.75,-0.0567686,-0.604396,-0.660377,0.254902,-0.657143,0.166667
63,3,0,-0.461538,-0.166667,-0.860262,-0.934066,-0.773585,-0.673203,0.371429,-0.833333
564,0,-0.304348,-0.307692,-0.0277778,-0.68559,-0.824176,-0.849057,-0.568627,0.142857,-0.666667
411,1,-0.304348,-0.0769231,0.0277778,-0.266376,-0.626374,-0.735849,-0.359477,-0.142857,-0.5
186,2,0.173913,-0.384615,-0.0277778,-0.117904,-0.472527,-0.886792,-0.163399,-0.428571,-0.333333
262,1,-0.217391,-0.538462,0.333333,-0.257642,-0.648352,-0.735849,-0.176471,-0.314286,-0.333333
165,0,0.0869565,0.615385,0.777778,-0.283843,-0.736264,-0.698113,0.320261,-0.657143,0.166667
470,3,-0.173913,-0.461538,-0.388889,-0.650655,-0.736264,-0.773585,-0.803922,0.485714,-1
227,1,0.478261,0.615385,0.611111,-0.0742358,-0.582418,-0.660377,0.385621,-0.714286,0.166667
350,0,-0.304348,-0.461538,-0.194444,-0.624454,-0.758242,-0.849057,-0.738562,0.371429,-0.833333
534,3,-0.304348,-0.384615,-0.361111,-0.737991,-0.736264,-0.849057,-0.856209,0.657143,-1
658,3,-0.304348,-0.0769231,0.25,-0.606987,-0.736264,-0.660377,-0.398693,-0.0285714,-0.5
600,1,-0.130435,-0.538462,-0.361111,-0.633188,-0.758242,-0.811321,-0.79085,0.485714,-0.833333
78,1,-0.434783,-0.461538,-0.388889,-0.68559,-0.67033,-0.811321,-0.503268,0.0857143,-0.666667
233,2,-0.652174,-0.153846,-0.222222,-0.860262,-0.868132,-0.849057,-0.490196,0.0857143,-0.666667
657,2,-0.521739,-0.307692,0,-0.545852,-0.626374,-0.811321,-0.490196,0.0285714,-0.666667
208,2,-0.478261,-0.307692,-0.333333,-0.851528,-0.824176,-0.811321,-0.51634,0.142857,-0.666667
212,3,-0.434783,-0.692308,-0.194444,-0.598253,-0.648352,-0.773585,-0.660131,0.257143,-0.833333
107,0,0.130435,0,0.805556,-0.0829694,-0.626374,-0.660377,0.111111,-0.542857,0
542,3,-0.347826,-0.923077,-0.5,-0.68559,-0.736264,-0.849057,-0.803922,0.485714,-0.833333
19,1,0.347826,0.615385,0.666667,-0.283843,-0.692308,-0.698113,0.359477,-0.714286,0.166667
479,2,-0.0869565,-0.0769231,0.361111,-0.0480349,-0.472527,-0.886792,-0.0326797,-0.485714,-0.166667
110,2,0.130435,0.153846,0.0833333,-0.170306,-0.538462,-0.849057,-0.0457516,-0.485714,-0.166667
566,1,0.217391,0.153846,0.25,-0.240175,-0.714286,-0.660377,-0.176471,-0.314286,-0.333333
93,1,0.347826,0.461538,0.666667,-0.240175,-0.736264,-0.735849,0.111111,-0.6,0
522,3,-0.130435,-0.461538,-0.0833333,-0.694323,-0.758242,-0.849057,-0.686275,0.314286,-0.833333
3,1,0.347826,0.307692,0.833333,-0.0829694,-0.582418,-0.698113,0.24183,-0.657143,0
20,0,0.217391,0.769231,0.666667,-0.0305677,-0.516484,-0.698113,0.254902,-0.657143,0.166667
26,3,-0.478261,-0.0769231,0.111111,-0.563319,-0.626374,-0.735849,-0.542484,0.0857143,-0.666667
506,1,0.826087,0.538462,0.666667,-0.117904,-0.626374,-0.660377,0.411765,-0.771429,0.333333
563,1,0.73913,0.538462,0.472222,-0.187773,-0.67033,-0.660377,0.359477,-0.714286,0.166667
161,0,-0.608696,-0.615385,-0.638889,-0.816594,-0.736264,-0.886792,-0.72549,0.428571,-0.833333
586,3,-0.478261,-0.846154,-0.333333,-0.781659,-0.78022,-0.849057,-0.947712,0.771429,-1
230,1,-0.434783,-0.384615,-0.333333,-0.615721,-0.692308,-0.886792,-0.503268,0.0857143,-0.666667
29,2,0.26087,-0.0769231,0.25,-0.222707,-0.626374,-0.849057,0.0457516,-0.6,-0.166667
604,1,-0.26087,-0.769231,0.25,-0.30131,-0.626374,-0.849057,-0.372549,-0.142857,-0.5
125,3,-0.478261,-0.0769231,-0.138889,-0.598253,-0.648352,-0.773585,-0.594771,0.142857,-0.666667
216,0,-0.26087,-0.538462,0.277778,-0.432314,-0.67033,-0.811321,-0.346405,-0.142857,-0.5
571,1,0.391304,0.538462,0.888889,-0.10917,-0.648352,-0.622642,0.437908,-0.714286,0.333333
263,3,-0.304348,-0.461538,-0.444444,-0.764192,-0.802198,-0.849057,-0.921569,0.714286,-1
575,0,0.347826,0.692308,0.805556,-0.0218341,-0.538462,-0.660377,0.215686,-0.657143,0
138,3,-0.391304,-0.307692,-0.333333,-0.598253,-0.626374,-0.698113,-0.72549,0.371429,-0.833333
43,3,-0.0869565,0.230769,0.305556,-0.71179,-0.846154,-0.660377,-0.398693,-0.0285714,-0.5
460,1,0.0869565,-0.307692,0.388889,-0.231441,-0.692308,-0.735849,-0.137255,-0.371429,-0.333333
175,3,-0.130435,0.153846,0.222222,-0.598253,-0.648352,-0.660377,-0.424837,0.0285714,-0.5
588,0,-0.521739,-0.615385,-0.0555556,-0.703057,-0.78022,-0.773585,-0.647059,0.314286,-0.833333
58,3,-0.304348,0.0769231,0.222222,-0.746725,-0.824176,-0.660377,-0.411765,0.0285714,-0.5
434,2,-0.478261,-0.307692,-0.166667,-0.772926,-0.802198,-0.811321,-0.503268,0.0857143,-0.666667
187,2,-0.217391,-0.307692,0.138889,-0.222707,-0.516484,-0.886792,-0.254902,-0.314286,-0.5
501,0,0.217391,0.769231,0.666667,-0.126638,-0.67033,-0.622642,0.503268,-0.771429,0.333333
358,1,0.565217,0.230769,0.916667,-0.222707,-0.736264,-0.698113,0.24183,-0.657143,0.166667
662,1,0.608696,0,0.666667,-0.187773,-0.692308,-0.735849,0.0588235,-0.542857,-0.166667
490,0,0.26087,0.384615,0.888889,-0.222707,-0.78022,-0.698113,0.30719,-0.714286,0.166667
381,0,-0.695652,-0.538462,-0.444444,-0.842795,-0.802198,-0.849057,-0.647059,0.314286,-0.833333
354,2,-0.652174,0.0769231,-0.194444,-0.633188,-0.626374,-0.849057,-0.490196,0.0285714,-0.666667
270,3,-0.565217,-0.692308,-0.388889,-0.921397,-0.868132,-0.849057,-0.869281,0.657143,-1
85,2,-0.304348,-0.461538,0,-0.266376,-0.362637,-0.811321,-0.503268,0.0285714,-0.666667
248,1,-0.217391,-0.538462,0.194444,-0.371179,-0.736264,-0.811321,-0.254902,-0.257143,-0.5
391,2,-0.434783,-0.307692,-0.305556,-0.921397,-0.934066,-0.773585,-0.477124,0.0857143,-0.666667
190,0,-0.26087,-0.769231,0.0555556,-0.344978,-0.626374,-0.773585,-0.411765,-0.0857143,-0.666667
247,2,-0.0434783,-0.769231,-0.0833333,-0.240175,-0.428571,-0.849057,-0.424837,-0.142857,-0.666667
464,0,-0.478261,-0.461538,-0.277778,-0.851528,-0.89011,-0.924528,-0.477124,0.0285714,-0.666667
173,3,-0.0869565,-0.0769231,0.138889,-0.458515,-0.56044,-0.735849,-0.568627,0.142857,-0.666667
275,2,0.478261,0.846154,0.833333,-0.344978,-0.912088,-0.773585,0.895425,-1,0.833333
124,1,-0.26087,-0.769231,-0.527778,-0.772926,-0.78022,-0.849057,-0.882353,0.714286,-1
459,0,0.304348,0.846154,0.805556,0.0218341,-0.516484,-0.660377,0.385621,-0.771429,0.166667
145,0,-0.0434783,-0.0769231,0.111111,-0.283843,-0.67033,-0.811321,-0.320261,-0.2,-0.5
156,2,0.608696,0.769231,0.75,0.0393013,-0.626374,-0.886792,0.803922,-1,0.666667
327,0,0.434783,0.230769,0.555556,-0.152838,-0.692308,-0.698113,-0.0980392,-0.428571,-0.333333
237,2,0,-0.692308,-0.0555556,-0.170306,-0.406593,-0.886792,-0.30719,-0.257143,-0.5
691,1,-0.0869565,-0.461538,0.25,-0.283843,-0.67033,-0.735849,-0.254902,-0.257143,-0.5
573,3,0,-0.0769231,0.305556,-0.432314,-0.56044,-0.698113,-0.45098,0.0285714,-0.666667
523,1,-0.304348,-0.769231,-0.194444,-0.49345,-0.648352,-0.849057,-0.633987,0.257143,-0.833333
209,2,-0.434783,0,-0.166667,-0.606987,-0.604396,-0.773585,-0.51634,0.0857143,-0.666667
404,3,0,-0.538462,0.0277778,-0.510917,-0.67033,-0.773585,-0.633987,0.2,-0.833333
382,2,0.434783,0.615385,0.666667,0.0742358,-0.56044,-0.924528,0.803922,-0.942857,0.666667
502,0,0.391304,0.615385,0.555556,-0.292576,-0.78022,-0.698113,0.398693,-0.771429,0.333333
217,1,-0.521739,-0.153846,0.0277778,-0.598253,-0.736264,-0.886792,-0.477124,0.0285714,-0.666667
611,0,0.304348,0.769231,0.805556,-0.310044,-0.736264,-0.698113,0.281046,-0.657143,0.166667
593,2,-0.73913,-0.230769,-0.111111,-0.676856,-0.67033,-0.773585,-0.464052,0.0285714,-0.666667
221,0,0.130435,0.692308,0.694444,-0.10917,-0.67033,-0.584906,0.437908,-0.771429,0.333333
252,0,0.347826,0.923077,0.75,0.100437,-0.516484,-0.660377,0.398693,-0.771429,0.333333
88,3,-0.434783,-0.692308,-0.444444,-0.90393,-0.846154,-0.886792,-0.908497,0.714286,-1
569,2,-0.434783,-0.230769,-0.194444,-0.834061,-0.846154,-0.849057,-0.503268,0.142857,-0.666667
618,3,-0.565217,-0.692308,-0.75,-0.930131,-0.824176,-0.886792,-0.869281,0.657143,-1
665,3,-0.26087,-0.230769,-0.111111,-0.537118,-0.626374,-0.773585,-0.686275,0.314286,-0.833333
9,3,-0.434783,-0.923077,-0.388889,-0.68559,-0.692308,-0.811321,-0.869281,0.6,-1
524,3,-0.26087,-0.230769,0.138889,0.10917,0.0989011,0.660377,-0.503268,0.0857143,-0.666667
267,2,-0.434783,-0.307692,-0.305556,-0.895197,-0.868132,-0.849057,-0.477124,0.0857143,-0.666667
349,3,-0.0434783,-0.153846,0.222222,-0.528384,-0.67033,-0.698113,-0.568627,0.142857,-0.666667
584,1,0.347826,0.615385,0.694444,-0.187773,-0.626374,-0.660377,0.320261,-0.714286,0.166667
286,1,-0.304348,0.153846,0.25,-0.257642,-0.626374,-0.773585,-0.254902,-0.257143,-0.5
184,1,-0.521739,-0.846154,-0.638889,-0.842795,-0.78022,-0.924528,-0.947712,0.885714,-1
285,3,-0.304348,0,0.0277778,-0.816594,-0.89011,-0.698113,-0.424837,0.0285714,-0.5
151,1,0.347826,0.307692,0.555556,-0.0655022,-0.604396,-0.698113,-0.0196078,-0.485714,-0.166667
51,1,-0.782609,-0.615385,-0.361111,-0.90393,-0.912088,-0.849057,-0.607843,0.2,-0.666667
360,0,0.173913,0.230769,0.555556,-0.10917,-0.648352,-0.735849,-0.0326797,-0.485714,-0.166667
561,0,0.391304,0.692308,0.555556,-0.327511,-0.802198,-0.735849,0.398693,-0.771429,0.333333
144,2,-0.695652,-0.230769,-0.222222,-0.860262,-0.846154,-0.773585,-0.503268,0.0857143,-0.666667
538,3,-0.434783,-0.461538,-0.277778,-0.694323,-0.736264,-0.811321,-0.869281,0.6,-1
554,2,-0.434783,-0.0769231,-0.277778,-0.80786,-0.78022,-0.773585,-0.529412,0.142857,-0.666667
416,0,0.217391,0.538462,0.888889,-0.30131,-0.846154,-0.622642,0.359477,-0.714286,0.166667
565,2,0.0869565,-0.846154,-0.166667,-0.318777,-0.538462,-0.886792,-0.437908,-0.142857,-0.666667
469,1,0.391304,0.384615,0.888889,-0.152838,-0.67033,-0.660377,0.411765,-0.771429,0.333333
118,1,0.565217,0.538462,0.916667,0.0218341,-0.516484,-0.622642,0.424837,-0.714286,0.333333
394,2,-0.434783,0.0769231,-0.0277778,-0.467249,-0.538462,-0.849057,-0.45098,-0.0285714,-0.666667
363,1,-0.0434783,0.0769231,0.138889,-0.371179,-0.736264,-0.811321,-0.267974,-0.257143,-0.5
