id,y,xx0,xx1,xx2,xx3,xx4,xx5,xx6,xx7,xx8
322,2,0.73913,0.846154,0.916667,-0.213974,-0.802198,-0.849057,0.934641,-1,0.833333
384,0,0.173913,0.384615,0.916667,0.0480349,-0.56044,-0.735849,0.372549,-0.771429,0.166667
621,1,0.521739,0.769231,0.75,0.135371,-0.428571,-0.698113,0.424837,-0.771429,0.333333
560,1,0.217391,0.769231,0.694444,0.10917,-0.450549,-0.698113,0.372549,-0.714286,0.166667
111,3,-0.304348,-0.461538,0.0277778,-0.519651,-0.604396,-0.735849,-0.581699,0.142857,-0.666667
229,1,0.391304,0.615385,0.833333,-0.0305677,-0.538462,-0.698113,0.254902,-0.657143,0.166667
395,1,-0.26087,0.230769,0.194444,-0.275109,-0.648352,-0.811321,-0.163399,-0.371429,-0.333333
602,3,-0.130435,-0.538462,0.0555556,-0.475983,-0.582418,-0.773585,-0.647059,0.257143,-0.833333
344,0,0.26087,0.615385,0.694444,-0.248908,-0.758242,-0.698113,0.437908,-0.771429,0.333333
261,1,-0.565217,-0.692308,-0.611111,-0.877729,-0.824176,-0.924528,-0.777778,0.485714,-0.833333
504,1,-0.217391,-0.538462,-0.111111,-0.746725,-0.824176,-0.811321,-0.555556,0.142857,-0.666667
123,3,-0.173913,-0.461538,0.166667,-0.484716,-0.648352,-0.735849,-0.555556,0.0857143,-0.666667
371,2,0,-0.384615,0.0277778,-0.362445,-0.626374,-0.886792,-0.150327,-0.428571,-0.333333
10,1,-0.130435,-0.153846,0.611111,-0.187773,-0.67033,-0.660377,-0.0718954,-0.428571,-0.166667
589,0,-0.304348,-0.615385,0.0555556,-0.572052,-0.692308,-0.811321,-0.555556,0.142857,-0.666667
239,0,0.173913,0.692308,0.694444,-0.257642,-0.78022,-0.698113,0.437908,-0.771429,0.333333
72,0,0.0434783,1,0.888889,0.0742358,-0.494505,-0.660377,0.464052,-0.771429,0.333333
99,0,-0.0434783,0,0.805556,0.00436681,-0.538462,-0.735849,0.163399,-0.6,0
595,3,-0.565217,-0.461538,-0.472222,-0.895197,-0.868132,-0.811321,-0.738562,0.485714,-0.833333
453,0,-0.173913,-0.615385,-0.0555556,-0.353712,-0.67033,-0.735849,-0.359477,-0.142857,-0.5
177,0,-0.521739,-0.538462,0.388889,-0.336245,-0.714286,-0.811321,-0.150327,-0.371429,-0.333333
41,0,-0.0434783,0.153846,0.777778,-0.0393013,-0.56044,-0.735849,0.215686,-0.657143,0
137,3,-0.434783,0.153846,-0.0277778,-0.720524,-0.758242,-0.698113,-0.359477,-0.0285714,-0.5
632,0,0.304348,0.230769,0.861111,-0.344978,-0.846154,-0.622642,0.254902,-0.657143,0.166667
499,3,-0.347826,-0.769231,-0.638889,-0.921397,-0.78022,-0.962264,-0.921569,0.771429,-1
507,1,0.217391,0.384615,1,-0.152838,-0.736264,-0.660377,0.333333,-0.657143,0.166667
317,3,-0.217391,-0.384615,-0.277778,-0.764192,-0.802198,-0.735849,-0.816993,0.542857,-0.833333
1,3,-0.0434783,0.153846,0.194444,-0.353712,-0.450549,-0.698113,-0.346405,-0.0857143,-0.5
121,1,-0.304348,-0.692308,-0.611111,-0.868996,-0.868132,-0.886792,-0.712418,0.371429,-0.833333
633,2,-0.434783,-0.153846,-0.166667,-0.68559,-0.626374,-0.849057,-0.529412,0.0857143,-0.666667
341,2,-0.304348,-0.461538,-0.111111,-0.554585,-0.648352,-0.811321,-0.555556,0.0857143,-0.666667
643,1,-0.0434783,0,0.777778,-0.0917031,-0.582418,-0.735849,0.0326797,-0.485714,-0.166667
22,3,-0.521739,-0.692308,-0.638889,-0.851528,-0.736264,-0.886792,-0.856209,0.657143,-1
559,2,-0.478261,-0.230769,-0.277778,-0.851528,-0.846154,-0.811321,-0.503268,0.142857,-0.666667
314,0,0,0.461538,0.777778,0.0305677,-0.56044,-0.735849,0.124183,-0.6,0
60,3,-0.478261,-0.538462,-0.222222,-0.868996,-0.89011,-0.886792,-0.79085,0.542857,-0.833333
609,0,-0.478261,-0.615385,-0.111111,-0.772926,-0.868132,-0.735849,-0.712418,0.428571,-0.833333
442,3,-0.26087,0.0769231,-0.0833333,-0.720524,-0.758242,-0.660377,-0.359477,-0.0857143,-0.5
516,0,-0.869565,-0.615385,-0.5,-0.816594,-0.758242,-0.886792,-0.72549,0.428571,-0.833333
467,2,-0.782609,-0.230769,-0.166667,-0.624454,-0.604396,-0.773585,-0.542484,0.142857,-0.666667
243,2,-0.478261,-0.307692,-0.472222,-0.755459,-0.758242,-0.811321,-0.51634,0.142857,-0.666667
73,0,-0.173913,-0.538462,0.416667,-0.240175,-0.67033,-0.773585,-0.163399,-0.371429,-0.333333
664,1,-0.304348,0.0769231,0.194444,-0.432314,-0.692308,-0.773585,-0.320261,-0.2,-0.5
343,1,-0.565217,-0.692308,-0.611111,-0.764192,-0.692308,-0.924528,-0.699346,0.371429,-0.833333
254,2,-0.0869565,-0.230769,-0.222222,-0.423581,-0.56044,-0.849057,-0.607843,0.142857,-0.833333
134,3,0.0869565,-0.538462,-0.222222,-0.851528,-0.956044,-0.811321,-0.712418,0.428571,-0.833333
131,1,0.173913,0,0.777778,-0.30131,-0.714286,-0.735849,0.111111,-0.542857,0
152,2,-0.0869565,-0.153846,0.222222,-0.0218341,-0.406593,-0.849057,-0.0588235,-0.485714,-0.166667
660,1,0,0.307692,0.5,-0.0305677,-0.56044,-0.735849,-0.0196078,-0.485714,-0.166667
517,0,-0.173913,-0.307692,-0.0277778,-0.406114,-0.714286,-0.773585,-0.542484,0.0857143,-0.666667
438,0,-0.521739,-0.461538,-0.138889,-0.764192,-0.824176,-0.811321,-0.503268,0.0857143,-0.666667
550,1,0.478261,0.384615,0.75,-0.318777,-0.802198,-0.660377,0.320261,-0.714286,0.166667
244,1,0.217391,0.692308,0.888889,0.0829694,-0.516484,-0.622642,0.346405,-0.714286,0.166667
475,0,-0.608696,-0.461538,-0.0833333,-0.676856,-0.78022,-0.773585,-0.464052,0.0285714,-0.666667
355,1,0.0869565,0.307692,0.388889,-0.231441,-0.648352,-0.735849,-0.150327,-0.371429,-0.333333
424,2,-0.478261,-0.0769231,-0.166667,-0.860262,-0.846154,-0.811321,-0.51634,0.0857143,-0.666667
494,0,0.26087,0.615385,0.611111,-0.362445,-0.802198,-0.698113,0.398693,-0.714286,0.333333
133,1,0.0434783,-0.307692,0.694444,-0.283843,-0.736264,-0.735849,-0.0326797,-0.428571,-0.166667
345,0,0.130435,0.692308,0.694444,0.00436681,-0.538462,-0.698113,0.464052,-0.771429,0.333333
537,1,0.26087,0.692308,0.694444,-0.0480349,-0.56044,-0.622642,0.437908,-0.771429,0.333333
637,1,0,-0.384615,-0.194444,-0.572052,-0.802198,-0.811321,-0.620915,0.2,-0.833333
309,0,0.565217,0.384615,0.666667,-0.187773,-0.736264,-0.698113,0.0457516,-0.542857,-0.166667
57,1,0.0434783,-0.153846,0.555556,-0.20524,-0.648352,-0.735849,-0.0457516,-0.428571,-0.166667
258,0,-0.173913,-0.230769,-0.194444,-0.528384,-0.802198,-0.811321,-0.51634,0.0285714,-0.666667
193,1,-0.130435,-0.230769,0,-0.606987,-0.78022,-0.811321,-0.51634,0.0285714,-0.666667
526,1,-0.173913,-0.0769231,0,-0.49345,-0.78022,-0.811321,-0.385621,-0.142857,-0.5
279,1,0.565217,0.615385,0.916667,0.0567686,-0.538462,-0.660377,0.333333,-0.714286,0.166667
557,2,0.521739,0.769231,0.722222,0.240175,-0.384615,-0.849057,0.660131,-0.885714,0.5
297,2,0.0869565,0.461538,0.277778,-0.100437,-0.516484,-0.886792,0.0457516,-0.6,-0.166667
426,0,-0.304348,-0.769231,-0.194444,-0.668122,-0.78022,-0.811321,-0.699346,0.371429,-0.833333
198,2,-0.608696,-0.153846,-0.111111,-0.598253,-0.626374,-0.811321,-0.45098,0.0285714,-0.666667
266,2,-0.695652,-0.0769231,-0.138889,-0.790393,-0.802198,-0.811321,-0.490196,0.0857143,-0.666667
484,3,-0.434783,-0.615385,0,-0.659389,-0.736264,-0.773585,-0.607843,0.2,-0.833333
509,3,-0.0434783,0,0.444444,-0.519651,-0.648352,-0.660377,-0.372549,-0.0857143,-0.5
130,2,0.173913,0.153846,0.527778,-0.0829694,-0.538462,-0.811321,0.137255,-0.657143,0
321,1,0.391304,0.615385,0.666667,0.0131004,-0.516484,-0.698113,0.424837,-0.771429,0.333333
37,2,-0.608696,-0.153846,-0.111111,-0.877729,-0.89011,-0.811321,-0.477124,0.0285714,-0.666667
653,0,0.0434783,-0.692308,0.0555556,-0.327511,-0.67033,-0.773585,-0.359477,-0.142857,-0.5
599,2,0,-0.230769,0.166667,-0.502183,-0.824176,-0.886792,-0.0326797,-0.542857,-0.166667
324,1,0.0869565,0.384615,0.555556,-0.135371,-0.582418,-0.698113,-0.00653595,-0.485714,-0.166667
326,2,-0.608696,-0.153846,-0.361111,-0.834061,-0.846154,-0.811321,-0.490196,0.0857143,-0.666667
614,2,-0.173913,-0.692308,-0.0277778,-0.240175,-0.472527,-0.849057,-0.359477,-0.2,-0.5
486,2,-0.565217,0,-0.138889,-0.545852,-0.494505,-0.849057,-0.490196,0.0285714,-0.666667
689,1,-0.304348,-0.846154,-0.666667,-0.851528,-0.78022,-0.924528,-0.869281,0.657143,-1
463,0,0.0434783,0.0769231,0.138889,-0.310044,-0.626374,-0.773585,-0.267974,-0.257143,-0.5
189,0,0.217391,0.384615,0.805556,-0.0567686,-0.538462,-0.698113,0.267974,-0.657143,0.166667
644,2,-0.0434783,-0.230769,0.194444,-0.179039,-0.516484,-0.849057,-0.150327,-0.428571,-0.333333
277,2,-0.565217,0,-0.0833333,-0.71179,-0.736264,-0.849057,-0.529412,0.0857143,-0.666667
427,0,0.434783,0.538462,0.611111,-0.135371,-0.648352,-0.660377,0.411765,-0.771429,0.333333
640,0,0.521739,0.692308,0.805556,0.100437,-0.538462,-0.660377,0.385621,-0.771429,0.166667
498,3,-0.0869565,-0.230769,0.166667,-0.720524,-0.846154,-0.698113,-0.437908,-0.0285714,-0.666667
194,2,0.478261,0.692308,0.611111,-0.170306,-0.736264,-0.811321,0.673203,-0.942857,0.5
146,0,0.304348,0.615385,0.861111,-0.00436681,-0.626374,-0.622642,0.437908,-0.771429,0.333333
425,0,-0.217391,-0.384615,0.472222,-0.187773,-0.604396,-0.735849,-0.0718954,-0.428571,-0.333333
574,3,-0.304348,0.0769231,0.111111,-0.764192,-0.846154,-0.660377,-0.372549,-0.0285714,-0.5
253,3,-0.521739,-0.153846,0.111111,-0.68559,-0.758242,-0.660377,-0.424837,0.0285714,-0.5
320,2,0.26087,0.384615,0.444444,-0.213974,-0.714286,-0.849057,0.411765,-0.771429,0.333333
55,2,0.217391,0.769231,0.777778,-0.292576,-0.868132,-0.849057,0.895425,-1,0.833333
260,0,0.0869565,0.923077,0.694444,-0.0917031,-0.604396,-0.622642,0.490196,-0.771429,0.333333
96,0,0.0434783,0.307692,0.888889,-0.0655022,-0.604396,-0.698113,0.333333,-0.714286,0.166667
514,1,-0.0434783,-0.692308,-0.138889,-0.414847,-0.692308,-0.735849,-0.411765,-0.0285714,-0.5
164,1,-0.478261,-0.461538,-0.111111,-0.694323,-0.736264,-0.886792,-0.738562,0.371429,-0.833333
649,1,0.391304,0.538462,0.805556,-0.30131,-0.78022,-0.660377,0.294118,-0.714286,0.166667
410,1,-0.434783,-0.615385,0.277778,-0.379913,-0.714286,-0.735849,-0.24183,-0.257143,-0.333333
608,3,-0.434783,-0.538462,-0.388889,-0.781659,-0.736264,-0.849057,-0.947712,0.771429,-1
101,2,-0.608696,-0.0769231,-0.277778,0.292576,0.736264,0.886792,-0.529412,0.0857143,-0.666667
423,1,-0.26087,-0.923077,-0.277778,-0.528384,-0.736264,-0.811321,-0.633987,0.2,-0.833333
42,3,-0.347826,-0.692308,-0.694444,-0.991266,-0.89011,-0.886792,-0.908497,0.771429,-1
638,2,-0.434783,-0.153846,-0.305556,-0.781659,-0.802198,-0.849057,-0.477124,0.0857143,-0.666667
70,2,0.0869565,0.230769,0.222222,0.00436681,-0.406593,-0.811321,0.0196078,-0.542857,-0.166667
139,1,-0.347826,-0.692308,-0.361111,-0.772926,-0.758242,-0.886792,-0.830065,0.6,-0.833333
336,1,0.565217,0.615385,0.75,-0.117904,-0.648352,-0.660377,0.437908,-0.771429,0.333333
346,2,0.217391,0.615385,0.833333,-0.266376,-0.78022,-0.811321,0.620915,-0.885714,0.5
197,1,0.478261,0.769231,0.777778,0.10917,-0.472527,-0.660377,0.398693,-0.714286,0.333333
335,2,0.478261,0.846154,0.722222,-0.30131,-0.824176,-0.811321,0.594771,-0.885714,0.5
232,1,-0.478261,-1,-1,-0.90393,-0.78022,-0.962264,-1,1,-1
570,3,0.0434783,-0.846154,-0.277778,-0.58952,-0.626374,-0.773585,-0.79085,0.485714,-0.833333
551,3,-0.434783,-0.615385,-0.5,-0.868996,-0.802198,-0.924528,-0.921569,0.771429,-1
451,2,-0.217391,0,-0.0277778,-0.292576,-0.384615,-0.811321,-0.45098,-0.0857143,-0.666667
48,2,-0.478261,-0.307692,-0.277778,-0.842795,-0.846154,-0.849057,-0.529412,0.142857,-0.666667
241,0,-0.304348,-0.769231,0.0277778,-0.406114,-0.67033,-0.773585,-0.411765,-0.0857143,-0.666667
508,0,-0.130435,-0.846154,0.0555556,-0.49345,-0.714286,-0.773585,-0.503268,0.0857143,-0.666667
323,2,-0.391304,-0.230769,-0.305556,-0.799127,-0.802198,-0.773585,-0.51634,0.142857,-0.666667
206,3,-0.391304,0.0769231,0.138889,-0.606987,-0.67033,-0.735849,-0.542484,0.0857143,-0.666667
530,2,-0.434783,-0.230769,-0.416667,-0.868996,-0.868132,-0.773585,-0.503268,0.142857,-0.666667
91,1,0.347826,0.692308,0.861111,0.0305677,-0.538462,-0.660377,0.385621,-0.714286,0.166667
169,2,-0.608696,-0.0769231,-0.222222,-0.694323,-0.626374,-0.849057,-0.542484,0.142857,-0.666667
690,1,0.391304,0.384615,0.805556,-0.187773,-0.714286,-0.660377,0.0326797,-0.485714,-0.166667
396,0,0.0434783,-0.692308,0,-0.432314,-0.714286,-0.773585,-0.359477,-0.142857,-0.5
306,2,-0.434783,-0.0769231,-0.0833333,-0.580786,-0.648352,-0.849057,-0.51634,0.0285714,-0.666667
65,2,-0.130435,-0.0769231,0.277778,-0.152838,-0.516484,-0.811321,-0.0588235,-0.485714,-0.166667
31,3,-0.304348,-0.230769,0.25,-0.510917,-0.626374,-0.660377,-0.437908,-0.0285714,-0.666667
356,0,-0.130435,-0.307692,0.333333,-0.266376,-0.67033,-0.698113,-0.0718954,-0.428571,-0.333333
483,0,-0.0869565,0,0.0833333,-0.327511,-0.67033,-0.773585,-0.281046,-0.2,-0.5
645,3,0,0,0.333333,-0.510917,-0.626374,-0.735849,-0.490196,0.0285714,-0.666667
505,0,0.0434783,0,0.5,-0.0829694,-0.56044,-0.698113,0.0849673,-0.542857,-0.166667
196,2,-0.434783,-0.230769,-0.277778,-0.772926,-0.802198,-0.811321,-0.477124,0.0285714,-0.666667
103,3,-0.0869565,-0.307692,-0.222222,-0.598253,-0.626374,-0.811321,-0.79085,0.485714,-0.833333
220,3,-0.478261,-0.538462,-0.527778,-0.80786,-0.802198,-0.849057,-0.973856,0.828571,-1
334,2,-0.434783,-0.307692,-0.305556,-0.816594,-0.846154,-0.811321,-0.503268,0.0857143,-0.666667
693,1,0.521739,0.384615,0.666667,-0.10917,-0.648352,-0.698113,0.0980392,-0.542857,0
36,3,0.173913,0,0.388889,-0.406114,-0.56044,-0.735849,-0.411765,-0.0285714,-0.5
474,0,0.478261,0.769231,0.805556,-0.144105,-0.692308,-0.660377,0.424837,-0.771429,0.333333
437,3,-0.130435,-0.307692,-0.333333,-0.834061,-0.912088,-0.811321,-0.699346,0.428571,-0.833333
458,3,-0.565217,-0.0769231,-0.0833333,-0.502183,-0.538462,-0.773585,-0.607843,0.142857,-0.833333
100,2,-0.391304,-0.153846,-0.305556,-0.825328,-0.802198,-0.849057,-0.51634,0.142857,-0.666667
635,0,-0.652174,-0.615385,-0.638889,-0.834061,-0.758242,-0.849057,-0.712418,0.428571,-0.833333
441,1,0.217391,0.384615,0.611111,-0.213974,-0.714286,-0.698113,0.0849673,-0.542857,-0.166667
478,3,-0.304348,0,0.0555556,-0.598253,-0.648352,-0.660377,-0.372549,-0.0285714,-0.5
12,1,-0.26087,-0.923077,-0.277778,-0.720524,-0.824176,-0.849057,-0.856209,0.6,-1
407,0,-0.695652,-0.615385,-0.333333,-0.772926,-0.736264,-0.773585,-0.712418,0.428571,-0.833333
536,3,0.0869565,-0.153846,0.333333,-0.371179,-0.56044,-0.698113,-0.398693,-0.0285714,-0.5
414,0,-0.347826,-0.769231,0.0555556,-0.510917,-0.67033,-0.849057,-0.633987,0.257143,-0.833333
290,1,-0.347826,-0.692308,-0.527778,-0.755459,-0.67033,-0.849057,-0.699346,0.371429,-0.833333
115,3,-0.130435,-0.230769,0.25,-0.746725,-0.846154,-0.698113,-0.437908,0.0285714,-0.666667
5,2,-0.478261,-0.153846,-0.166667,-0.117904,0.230769,0.886792,-0.51634,0.0857143,-0.666667
147,3,0.173913,0,0.25,-0.475983,-0.626374,-0.660377,-0.333333,-0.0857143,-0.5
503,0,-0.434783,-0.769231,-0.277778,-0.790393,-0.78022,-0.773585,-0.751634,0.485714,-0.833333
98,2,-0.434783,-0.230769,-0.222222,-0.580786,-0.67033,-0.811321,-0.503268,0.0285714,-0.666667
30,1,-0.695652,-0.615385,-0.361111,-0.781659,-0.824176,-0.811321,-0.555556,0.142857,-0.666667
8,3,-0.26087,-0.230769,-0.277778,-0.537118,-0.604396,-0.735849,-0.673203,0.257143,-0.833333
50,1,-0.217391,-0.0769231,0.0833333,-0.371179,-0.736264,-0.735849,-0.333333,-0.2,-0.5
304,3,-0.304348,-0.769231,-0.222222,-0.606987,-0.714286,-0.773585,-0.72549,0.371429,-0.833333
642,2,-0.521739,-0.230769,0,-0.336245,-0.384615,-0.811321,-0.437908,-0.0285714,-0.666667
61,0,0.304348,0.307692,0.611111,-0.0567686,-0.648352,-0.735849,0.0588235,-0.542857,-0.166667
191,0,0.0434783,0.153846,0.5,-0.179039,-0.648352,-0.735849,-0.0980392,-0.428571,-0.333333
83,3,-0.0869565,-0.769231,-0.222222,-0.799127,-0.846154,-0.811321,-0.803922,0.485714,-0.833333
330,1,-0.304348,-0.615385,0.111111,-0.432314,-0.736264,-0.811321,-0.359477,-0.142857,-0.5
405,0,0.304348,0.153846,0.694444,-0.126638,-0.67033,-0.622642,0.150327,-0.6,0
675,1,-0.173913,-0.692308,0.111111,-0.336245,-0.56044,-0.773585,-0.45098,-0.0285714,-0.666667
218,0,0.347826,0.846154,0.75,-0.0218341,-0.516484,-0.660377,0.398693,-0.771429,0.333333
535,3,-0.26087,-0.538462,-0.527778,-0.912664,-0.978022,-0.811321,-0.699346,0.428571,-0.833333
203,0,0.652174,0.615385,0.75,-0.414847,-0.934066,-0.660377,0.424837,-0.771429,0.333333
613,0,-0.695652,-0.923077,-0.944444,-0.947598,-0.78022,-0.962264,-0.973856,0.885714,-1
615,1,-0.478261,-1,-0.722222,-1,-0.868132,-0.924528,-0.960784,0.885714,-1
292,3,-0.304348,-0.0769231,0.138889,0.240175,0.208791,0.54717,-0.437908,0.0285714,-0.5
572,1,-0.0869565,-0.230769,-0.194444,-0.502183,-0.736264,-0.811321,-0.477124,-0.0285714,-0.666667
25,1,0.130435,0.538462,0.805556,0.00436681,-0.582418,-0.660377,0.202614,-0.657143,0
117,0,0.173913,-0.0769231,0.666667,-0.0829694,-0.604396,-0.773585,0.163399,-0.657143,0
153,0,-0.130435,-0.846154,-0.111111,-0.406114,-0.67033,-0.811321,-0.51634,0.0285714,-0.666667
417,2,-0.304348,-0.153846,-0.166667,-0.528384,-0.626374,-0.849057,-0.620915,0.2,-0.833333
114,0,-0.347826,-0.846154,-0.722222,-0.851528,-0.758242,-0.886792,-0.973856,0.885714,-1
24,2,-0.391304,-0.538462,-0.166667,-0.615721,-0.692308,-0.811321,-0.594771,0.142857,-0.833333
596,0,-0.304348,0.307692,0.194444,-0.20524,-0.604396,-0.849057,-0.137255,-0.371429,-0.333333
332,0,0.347826,0.461538,0.555556,-0.266376,-0.736264,-0.735849,-0.00653595,-0.485714,-0.166667
461,3,-0.26087,-0.384615,-0.388889,-0.624454,-0.714286,-0.849057,-0.79085,0.485714,-0.833333
143,0,0.434783,0.230769,0.861111,-0.213974,-0.78022,-0.660377,0.333333,-0.714286,0.166667
68,0,0.0869565,0.692308,0.694444,0.00436681,-0.516484,-0.660377,0.477124,-0.771429,0.333333
256,1,0.695652,0.307692,0.944444,-0.283843,-0.802198,-0.660377,0.333333,-0.714286,0.166667
274,3,0,-0.0769231,0.111111,-0.49345,-0.648352,-0.735849,-0.555556,0.142857,-0.666667
392,3,-0.217391,-0.615385,-0.166667,-0.510917,-0.582418,-0.132075,-0.633987,0.2,-0.833333
624,1,0.434783,0.461538,0.888889,-0.100437,-0.626374,-0.622642,0.424837,-0.714286,0.333333
619,3,0.0869565,-0.538462,-0.222222,-0.720524,-0.802198,-0.773585,-0.751634,0.485714,-0.833333
401,1,0.478261,0.538462,0.888889,-0.0480349,-0.626374,-0.622642,0.228758,-0.657143,0
44,1,-0.130435,-0.692308,0,-0.310044,-0.648352,-0.773585,-0.320261,-0.2,-0.5
591,2,-0.521739,-0.153846,-0.305556,-0.790393,-0.824176,-0.773585,-0.503268,0.142857,-0.666667
17,3,-0.304348,-0.769231,-0.694444,-0.956332,-0.89011,-0.849057,-0.921569,0.771429,-1
531,1,-0.347826,0.153846,0.388889,-0.353712,-0.714286,-0.773585,-0.176471,-0.314286,-0.333333
35,0,-0.391304,-0.615385,0.25,-0.362445,-0.692308,-0.773585,-0.320261,-0.2,-0.5
513,0,0.304348,0.615385,0.861111,-0.257642,-0.802198,-0.660377,0.45098,-0.771429,0.333333
597,0,-0.26087,-0.461538,0.194444,-0.353712,-0.692308,-0.773585,-0.137255,-0.371429,-0.333333
308,0,0.478261,0.461538,0.75,-0.283843,-0.78022,-0.660377,0.333333,-0.714286,0.166667
432,2,0.130435,0.0769231,0.416667,0.0655022,-0.406593,-0.886792,0.176471,-0.657143,0
284,1,0.869565,0.538462,0.944444,0.10917,-0.56044,-0.622642,0.372549,-0.714286,0.166667
540,2,0.565217,0.692308,0.555556,-0.240175,-0.78022,-0.849057,0.686275,-0.885714,0.5
288,3,-0.347826,-0.230769,0.222222,-0.720524,-0.824176,-0.660377,-0.45098,0.0285714,-0.666667
236,3,-0.26087,0.153846,0.0555556,-0.737991,-0.802198,-0.660377,-0.372549,-0.0285714,-0.5
623,1,0,-0.461538,0.666667,-0.353712,-0.758242,-0.773585,-0.0980392,-0.371429,-0.333333
47,3,-0.217391,-0.230769,-0.166667,-0.746725,-0.824176,-0.773585,-0.764706,0.428571,-0.833333
289,0,0,0.0769231,0.75,-0.0305677,-0.516484,-0.698113,0.150327,-0.6,0
207,0,-0.173913,0,0.0833333,-0.371179,-0.626374,-0.773585,-0.346405,-0.142857,-0.5
158,3,-0.130435,-0.307692,-0.166667,-0.764192,-0.802198,-0.811321,-0.803922,0.542857,-0.833333
544,1,0,-0.692308,-0.0555556,-0.275109,-0.538462,-0.773585,-0.385621,-0.0857143,-0.5
374,2,0,0.0769231,0.0277778,-0.126638,-0.450549,-0.849057,-0.281046,-0.314286,-0.5
150,3,-0.130435,-0.769231,-0.333333,-0.467249,-0.516484,-0.773585,-0.686275,0.314286,-0.833333
171,0,0.521739,0.384615,0.75,-0.187773,-0.714286,-0.660377,0.294118,-0.714286,0.166667
74,0,-1,-0.692308,-0.638889,-0.938865,-0.846154,-0.849057,-0.816993,0.657143,-0.833333
127,2,-0.304348,-0.307692,-0.166667,-0.615721,-0.67033,-0.811321,-0.542484,0.0857143,-0.666667
148,2,-0.217391,-0.461538,0,-0.414847,-0.56044,-0.811321,-0.51634,0.0285714,-0.666667
393,3,-0.130435,-0.153846,0.388889,-0.458515,-0.604396,-0.698113,-0.464052,0.0285714,-0.666667
219,2,-0.565217,-0.153846,-0.222222,-0.650655,-0.692308,-0.773585,-0.542484,0.0857143,-0.666667
33,0,-0.130435,-0.846154,-0.277778,-0.563319,-0.736264,-0.849057,-0.607843,0.142857,-0.833333
162,0,0.478261,0.461538,0.694444,-0.00436681,-0.626374,-0.660377,0.176471,-0.6,0
448,0,-0.0434783,0.846154,0.777778,0.0829694,-0.406593,-0.698113,0.30719,-0.714286,0.166667
89,2,-0.217391,-0.307692,0.222222,-0.0829694,-0.384615,-0.849057,-0.228758,-0.314286,-0.5
179,2,-0.130435,-0.692308,-0.0833333,-0.388646,-0.538462,-0.811321,-0.490196,-0.0285714,-0.666667
167,1,-0.173913,-0.769231,0.0555556,-0.467249,-0.78022,-0.773585,-0.464052,-0.0285714,-0.666667
525,0,0.391304,0.461538,0.861111,-0.100437,-0.714286,-0.660377,0.385621,-0.714286,0.166667
